name: 🇺🇸US-173.244.56.6-0315 | type: ss | id: 243 | remarks: 🇺🇸US-212.102.47.132-0319 | protocol: ss | ping: 23 MS | avg_speed: 145.871 MB | max_speed: 139.77 MB | Link: ss://YWVzLTEyOC1nY206c2hhZG93c29ja3M=@212.102.47.132:443#%F0%9F%87%BA%F0%9F%87%B8US-212.102.47.132-0319
name: 🇬🇧GB-206.245.211.12-1436 | type: ss | id: 1029 | remarks: 🇺🇸US-38.38.251.220-1364 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@38.38.251.220:443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%BA%F0%9F%87%B8US-38.38.251.220-1364
name: RELAY-172.67.222.105-1474 | type: vmess | id: 1030 | remarks: 🏁RELAY-213.241.198.189-1365 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@213.241.198.189:2053?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-213.241.198.189-1365
name: RELAY-104.21.78.137-1475 | type: vmess | id: 1031 | remarks: 🏁RELAY-27.50.48.126-1366 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@27.50.48.126:2083?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-27.50.48.126-1366
name: RELAY-104.21.80.1-1476 | type: vmess | id: 1032 | remarks: 🏁RELAY-46.254.92.191-1367 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@46.254.92.191:443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-46.254.92.191-1367
name: 🇬🇧GB-185.108.105.129-1477 | type: ss | id: 1033 | remarks: 🇰🇷KR-118.39.146.237-1368 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@118.39.146.237:12305?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%87%B0%F0%9F%87%B7KR-118.39.146.237-1368
name: IE-146.70.48.53-1478 | type: ss | id: 1034 | remarks: 🏁RELAY-104.129.166.131-1369 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@104.129.166.131:8443?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-104.129.166.131-1369
name: 🇬🇧GB-86.106.136.125-1479 | type: ss | id: 1035 | remarks: 🏁RELAY-92.243.74.239-1371 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@92.243.74.239:8443?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-92.243.74.239-1371
name: 🇨🇦CA-198.8.92.84-1480 | type: ss | id: 1036 | remarks: 🇸🇨SC-154.219.5.55-1372 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@154.219.5.55:443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%B8%F0%9F%87%A8SC-154.219.5.55-1372
name: 🇨🇳CN-120.236.197.205-1484 | type: trojan | id: 1037 | remarks: 🇯🇵JP-47.79.88.27-1373 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@47.79.88.27:443?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%87%AF%F0%9F%87%B5JP-47.79.88.27-1373
name: 🇺🇸US-154.17.2.112-1485 | type: ss | id: 1038 | remarks: 🏁RELAY-45.67.214.3-1374 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@45.67.214.3:2096?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-45.67.214.3-1374
name: 🇺🇸US-154.17.5.184-1486 | type: ss | id: 1039 | remarks: 🏁RELAY-188.164.159.55-1375 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@188.164.159.55:2096?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-188.164.159.55-1375
name: 🇺🇸US-154.17.2.31-1487 | type: ss | id: 1040 | remarks: 🏁RELAY-31.43.179.60-1376 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@31.43.179.60:2053?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-31.43.179.60-1376
name: RELAY-104.18.12.15-1488 | type: vmess | id: 1041 | remarks: 🏁RELAY-92.243.74.23-1377 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@92.243.74.23:2096?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-92.243.74.23-1377
name: RELAY-104.19.174.68-1489 | type: vmess | id: 1042 | remarks: 🏁RELAY-154.211.8.155-1378 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@154.211.8.155:443?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-154.211.8.155-1378
name: RELAY-104.19.36.160-1490 | type: vmess | id: 1043 | remarks: 🏁RELAY-188.164.159.246-1379 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@188.164.159.246:2096?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-188.164.159.246-1379
name: RELAY-104.21.48.161-1491 | type: vmess | id: 1044 | remarks: 🏁RELAY-31.43.179.27-1380 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@31.43.179.27:443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-31.43.179.27-1380
name: 🇺🇸US-96.43.91.60-1492 | type: vmess | id: 1045 | remarks: 🇰🇷KR-169.212.163.53-1381 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@169.212.163.53:10036?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%B0%F0%9F%87%B7KR-169.212.163.53-1381
name: RELAY-104.25.52.187-1496 | type: vmess | id: 1046 | remarks: 🇰🇷KR-220.122.114.61-1383 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@220.122.114.61:35622?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%B0%F0%9F%87%B7KR-220.122.114.61-1383
name: IT-82.102.26.117-1498 | type: ss | id: 1047 | remarks: 🇭🇰HK-47.76.212.242-1384 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@47.76.212.242:8832?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%AD%F0%9F%87%B0HK-47.76.212.242-1384
name: 🇺🇸US-54.235.77.118-1499 | type: vmess | id: 1048 | remarks: 🇺🇸US-65.75.194.66-1385 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@65.75.194.66:51246?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%87%BA%F0%9F%87%B8US-65.75.194.66-1385
name: RELAY-104.19.45.117-1500 | type: vmess | id: 1049 | remarks: 🇰🇷KR-221.156.61.192-1386 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@221.156.61.192:10083?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%B0%F0%9F%87%B7KR-221.156.61.192-1386
name: 🇨🇦CA-138.197.174.245-1502 | type: ss | id: 1050 | remarks: 🇰🇷KR-183.98.8.11-1387 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@183.98.8.11:12364?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%87%B0%F0%9F%87%B7KR-183.98.8.11-1387
name: 🇰🇷KR-54.180.96.67-1503 | type: vmess | id: 1051 | remarks: 🇺🇸US-199.34.228.164-1390 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@199.34.228.164:2087?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%BA%F0%9F%87%B8US-199.34.228.164-1390
name: IT-82.102.26.117-1504 | type: ss | id: 1052 | remarks: 🇰🇷KR-175.211.154.200-1391 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@175.211.154.200:10041?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%B0%F0%9F%87%B7KR-175.211.154.200-1391
name: 🇺🇸US-23.224.101.102-1505 | type: vmess | id: 1053 | remarks: 🏁RELAY-154.211.8.240-1392 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@154.211.8.240:443?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-154.211.8.240-1392
name: 🇩🇪DE-164.90.234.85-1506 | type: ss | id: 1054 | remarks: 🇺🇸US-160.79.105.160-1393 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@160.79.105.160:8443?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%87%BA%F0%9F%87%B8US-160.79.105.160-1393
name: RELAY-104.18.7.138-1507 | type: vmess | id: 1055 | remarks: 🏁RELAY-154.197.64.27-1394 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@154.197.64.27:443?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-154.197.64.27-1394
name: 🇳🇱NL-46.182.107.82-1508 | type: vmess | id: 1056 | remarks: 🏁RELAY-154.211.8.98-1395 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@154.211.8.98:2087?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-154.211.8.98-1395
name: RELAY-104.18.6.138-1509 | type: vmess | id: 1057 | remarks: 🇰🇷KR-8.220.218.105-1396 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@8.220.218.105:443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%B0%F0%9F%87%B7KR-8.220.218.105-1396
name: 🇳🇱NL-46.182.107.45-1510 | type: vmess | id: 1058 | remarks: 🏁RELAY-154.197.64.233-1397 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@154.197.64.233:443?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-154.197.64.233-1397
name: 🇳🇱NL-46.182.107.45-1511 | type: vmess | id: 1059 | remarks: 🇸🇬SG-43.156.116.194-1398 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@43.156.116.194:443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%B8%F0%9F%87%ACSG-43.156.116.194-1398
name: RELAY-104.19.7.84-1512 | type: vmess | id: 1060 | remarks: 🇰🇷KR-222.114.85.48-1399 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@222.114.85.48:12274?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%87%B0%F0%9F%87%B7KR-222.114.85.48-1399
name: 🇳🇱NL-46.182.107.39-1513 | type: vmess | id: 1061 | remarks: 🇺🇸US-154.17.224.83-1400 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@154.17.224.83:443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%BA%F0%9F%87%B8US-154.17.224.83-1400
name: 🇳🇱NL-46.182.107.46-1514 | type: vmess | id: 1062 | remarks: 🏁RELAY-172.64.35.199-1401 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@pranab.ns.cloudflare.com:443?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-172.64.35.199-1401
name: 🇬🇧GB-167.99.192.30-1516 | type: ss | id: 1063 | remarks: 🏁RELAY-172.64.35.236-1402 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@sage.ns.cloudflare.com:443?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-172.64.35.236-1402
name: 🇳🇱NL-46.182.107.37-1517 | type: vmess | id: 1064 | remarks: 🏁RELAY-103.116.7.103-1403 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@103.116.7.103:2083?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-103.116.7.103-1403
name: 🇺🇸US-13.248.169.48-1518 | type: vmess | id: 1065 | remarks: 🏁RELAY-108.165.152.14-1404 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@108.165.152.14:2096?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-108.165.152.14-1404
name: 🇨🇦CA-198.8.92.84-1519 | type: ss | id: 1066 | remarks: 🏁RELAY-108.162.193.110-1405 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@duke.ns.cloudflare.com:443?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-108.162.193.110-1405
name: 🇳🇱NL-46.182.107.39-1521 | type: vmess | id: 1067 | remarks: 🇺🇸US-199.34.228.187-1406 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@199.34.228.187:443?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%87%BA%F0%9F%87%B8US-199.34.228.187-1406
name: 🇳🇱NL-81.19.208.107-1522 | type: ss | id: 1068 | remarks: 🏁RELAY-66.81.247.88-1408 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@66.81.247.88:2083?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-66.81.247.88-1408
name: 🇨🇦CA-198.8.92.84-1523 | type: ss | id: 1069 | remarks: 🏁RELAY-162.159.44.82-1409 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@ignacio.ns.cloudflare.com:443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-162.159.44.82-1409
name: RELAY-104.26.9.179-1524 | type: vmess | id: 1070 | remarks: 🏁RELAY-173.245.59.144-1410 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@theo.ns.cloudflare.com:443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-173.245.59.144-1410
name: 🇳🇱NL-46.182.107.44-1526 | type: vmess | id: 1071 | remarks: 🇸🇨SC-154.219.5.249-1411 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@154.219.5.249:8443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%B8%F0%9F%87%A8SC-154.219.5.249-1411
name: 🇺🇸US-144.34.184.123-1527 | type: vmess | id: 1072 | remarks: 🇺🇸US-135.84.64.77-1412 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@135.84.64.77:2096?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%87%BA%F0%9F%87%B8US-135.84.64.77-1412
name: 🇳🇱NL-46.182.107.46-1528 | type: vmess | id: 1073 | remarks: 🏁RELAY-154.197.64.173-1413 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@154.197.64.173:2053?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-154.197.64.173-1413
name: 🇸🇬SG-103.83.156.89-1529 | type: vmess | id: 1074 | remarks: 🏁RELAY-108.165.152.169-1414 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@108.165.152.169:2087?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-108.165.152.169-1414
name: RELAY-104.19.110.34-1530 | type: vmess | id: 1075 | remarks: 🏁RELAY-27.50.49.179-1415 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@27.50.49.179:2096?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-27.50.49.179-1415
name: 🇺🇸US-107.175.44.154-1532 | type: vmess | id: 1076 | remarks: 🏁RELAY-108.165.152.59-1416 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@108.165.152.59:2087?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-108.165.152.59-1416
name: 🇺🇸US-154.17.2.153-1533 | type: ss | id: 1077 | remarks: 🇺🇸US-199.34.228.50-1417 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@199.34.228.50:2053?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%BA%F0%9F%87%B8US-199.34.228.50-1417
name: 🇸🇬SG-104.248.148.147-1534 | type: vmess | id: 1078 | remarks: 🇺🇸US-204.110.220.29-1418 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@204.110.220.29:80?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%87%BA%F0%9F%87%B8US-204.110.220.29-1418
name: 🇨🇦CA-198.8.92.84-1535 | type: ss | id: 1079 | remarks: 🇺🇸US-135.84.76.152-1419 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@135.84.76.152:2087?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%BA%F0%9F%87%B8US-135.84.76.152-1419
name: 🇨🇦CA-198.8.92.84-1536 | type: ss | id: 1080 | remarks: 🏁RELAY-162.120.94.23-1420 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@162.120.94.23:2087?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-162.120.94.23-1420
name: 🇺🇸US-198.147.22.87-1539 | type: ss | id: 1081 | remarks: 🏁RELAY-27.50.48.154-1423 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@27.50.48.154:8443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-27.50.48.154-1423
name: 🇺🇸US-154.17.1.251-1542 | type: ss | id: 1082 | remarks: 🇰🇷KR-115.22.210.16-1424 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@115.22.210.16:50000?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%B0%F0%9F%87%B7KR-115.22.210.16-1424
name: 🇺🇸US-66.115.175.37-1545 | type: ss | id: 1083 | remarks: 🏁RELAY-103.116.7.235-1425 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@103.116.7.235:443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-103.116.7.235-1425
name: RELAY-104.17.21.243-1548 | type: vmess | id: 1084 | remarks: 🇩🇪DE-18.185.51.67-1426 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@18.185.51.67:8080?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%87%A9%F0%9F%87%AADE-18.185.51.67-1426
name: "%�\x11�<'���ӋM\f��MMˌNM��L\f�LMML" | type: ssr | id: 1085 | remarks: 🇺🇸US-185.148.14.143-1427 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@185.148.14.143:12145?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%BA%F0%9F%87%B8US-185.148.14.143-1427
name: "%�\x11�<'���ӋM\f��MMˌNM��L\r\x0bLMML" | type: ssr | id: 1086 | remarks: 🏁RELAY-176.124.223.40-1429 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@176.124.223.40:2053?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-176.124.223.40-1429
name: "%�\x11�<'���ӋM\f��MMˌNM��L\r\x0bLMML2" | type: ssr | id: 1087 | remarks: 🏁RELAY-27.50.49.230-1431 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@27.50.49.230:8443?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-27.50.49.230-1431
name: 🇫🇷FR-193.243.147.128-1557 | type: ss | id: 1088 | remarks: 🏁RELAY-108.165.152.98-1432 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@108.165.152.98:2087?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-108.165.152.98-1432
name: RELAY-104.21.82.183-1561 | type: vmess | id: 1089 | remarks: 🏁RELAY-162.159.44.168-1436 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@damien.ns.cloudflare.com:443?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-162.159.44.168-1436
name: TR-202.78.162.5-1562 | type: vmess | id: 1090 | remarks: 🇸🇬SG-129.226.150.167-1437 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@129.226.150.167:443?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%87%B8%F0%9F%87%ACSG-129.226.150.167-1437
name: 🇺🇸US-96.43.91.60-1569 | type: vmess | id: 1091 | remarks: 🏁RELAY-27.50.48.239-1439 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@27.50.48.239:8443?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-27.50.48.239-1439
name: RELAY-104.19.45.117-1577 | type: vmess | id: 1092 | remarks: 🇭🇰HK-47.238.66.74-1440 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@47.238.66.74:587?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%87%AD%F0%9F%87%B0HK-47.238.66.74-1440
name: 🇸🇬SG-139.99.61.53-1578 | type: vmess | id: 1093 | remarks: 🏁RELAY-154.211.8.84-1441 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@154.211.8.84:2083?security=tls&sni=epccr.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-154.211.8.84-1441
name: IR-185.143.233.114-1579 | type: vmess | id: 1094 | remarks: 🏁RELAY-5.182.85.28-1443 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@5.182.85.28:443?security=tls&sni=epccy.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-5.182.85.28-1443
name: 🇺🇸US-23.224.101.102-1582 | type: vmess | id: 1095 | remarks: 🏁RELAY-27.50.49.61-1444 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://Aimer@27.50.49.61:2096?security=tls&sni=epcct.ambercc.filegear-sg.me#%F0%9F%8F%81RELAY-27.50.49.61-1444
name: RELAY-104.26.8.179-1587 | type: vmess | id: 1096 | remarks: 🇩🇪DE-3.71.135.1-1445 | protocol: trojan | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: trojan://telegram-id-directvpn@3.71.135.1:22222?security=tls&sni=trojan.burgerip.co.uk#%F0%9F%87%A9%F0%9F%87%AADE-3.71.135.1-1445
name: 🇺🇸US-147.135.112.248-1591 | type: vmess | id: 1097 | remarks: 🇨🇳CN-111.26.109.214-1448 | protocol: vmess | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: vmess://ewogICAgImFkZCI6ICJ2NDAuaGVkdWlhbi5saW5rIiwKICAgICJhaWQiOiAwLAogICAgImhvc3QiOiAiYXBpMTAwLWNvcmUtcXVpYy1sZi5hbWVtdi5jb20iLAogICAgImlkIjogImNiYjNmODc3LWQxZmItMzQ0Yy04N2E5LWQxNTNiZmZkNTQ4NCIsCiAgICAibmV0IjogIndzIiwKICAgICJwYXRoIjogIi9pbmRleCIsCiAgICAicG9ydCI6IDMwODQwLAogICAgInBzIjogIvCfh6jwn4ezQ04tMTExLjI2LjEwOS4yMTQtMTQ0OCIsCiAgICAidGxzIjogIiIsCiAgICAidHlwZSI6ICJhdXRvIiwKICAgICJzZWN1cml0eSI6ICJhdXRvIiwKICAgICJza2lwLWNlcnQtdmVyaWZ5IjogdHJ1ZSwKICAgICJzbmkiOiAiIgp9
name: RELAY-104.18.12.15-1592 | type: vmess | id: 160 | remarks: 🇸🇬SG-180.215.130.123-0218 | protocol: vmess | ping: 0 MS | avg_speed: 0.0 MB | max_speed: 0.0 MB | Link: vmess://ewogICAgImFkZCI6ICIxODAuMjE1LjEzMC4xMjMiLAogICAgImFpZCI6IDAsCiAgICAiaG9zdCI6ICIxODAuMjE1LjEzMC4xMjMiLAogICAgImlkIjogImM1NDE0ZmUwLTAxOGItNDczYS1hYTNiLWYyMTBmMmJhNDJmNSIsCiAgICAibmV0IjogIndzIiwKICAgICJwYXRoIjogIi8iLAogICAgInBvcnQiOiA0NjQ1MiwKICAgICJwcyI6ICLwn4e48J+HrFNHLTE4MC4yMTUuMTMwLjEyMy0wMjE4IiwKICAgICJ0bHMiOiAiIiwKICAgICJ0eXBlIjogImF1dG8iLAogICAgInNlY3VyaXR5IjogImF1dG8iLAogICAgInNraXAtY2VydC12ZXJpZnkiOiB0cnVlLAogICAgInNuaSI6ICIiCn0=
